run,TestCaseNo,phase,Sample,operatingSystem,Environment,isTrimmed,baseRecalibration,Mapper,M_Version,VariantCaller,VC_Version,ReferenceGenom,Duplicates,VariantFilter,FilterPass,SOMATICfilter,remove_indels,FileLink,Author,Slurm_id,Node,ElapsedTime,vcf_relpath
669,669,done,FD,Linux,Altay + COSAP,NO,NO,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1gwg1mOoSjRQBlqPvXCjHU6K3VBRFpAbw?usp=share_link,GUL EDA,29756.0,a066,00:43:14,vcf/TESTCASES_bedded/TestCase 669/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_strelka.vcf.secondbed.vcf.recode.vcf
670,670,done,FD,Linux,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1lxEa5kLSzIkkyuIxsMHO0Gw1ZSY7ox2T?usp=share_link,GUL EDA,29759.0,a058,00:52:28,vcf/TESTCASES_bedded/TestCase 670/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_strelka.vcf.secondbed.vcf.recode.vcf
671,671,done,FD,Linux,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/18mCHhy83kinpDaZFsCi7xMbAlYVaVJUW?usp=share_link,GUL EDA,29755.0,a064,00:51:14,vcf/TESTCASES_bedded/TestCase 671/snp_SRR7890880-SRR7890880bwa2-SRR7890879-SRR7890879bwa2_somaticsniper.vcf.filtered.recode.vcf
672,672,done,FD,Linux,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1lXHiNhh3LgHbhT4GINop_b5audVgDjNz?usp=share_link,GUL EDA,29758.0,a078,01:00:45,vcf/TESTCASES_bedded/TestCase 672/snp_SRR7890880-SRR7890880bowtie-SRR7890879-SRR7890879bowtie_somaticsniper.vcf.filtered.recode.vcf
721,721,done,NC,,Altay + COSAP,YES,YES,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/14egaf5qGpCRAWaGEcCeEyreg61PyYxPE?usp=share_link,GUL EDA,31650.0,a086,07:11:00,vcf/TESTCASES_bedded/TestCase 721/snp_SRR7890845_bwa2-SRR7890844_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
722,722,done,NC,,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1uFJkjBfUZrSeE8BW2QoOXGZl34BIVCW9?usp=share_link,GUL EDA,31653.0,a060,06:51:03,vcf/TESTCASES_bedded/TestCase 722/snp_SRR7890845_bowtie-SRR7890844_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
723,723,done,NC,,Altay + COSAP,YES,YES,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/13bDh3Afye_B0llZbMvBWGS_C8Rlb8yib?usp=share_link,GUL EDA,31651.0,a087,02:32:33,vcf/TESTCASES_bedded/TestCase 723/snp_SRR7890845_bwa2-SRR7890844_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
724,724,done,NC,,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1lzhLkzZSd3YoIPpjWXJjPDr-6K95v_Tj?usp=share_link,GUL EDA,31654.0,a053,02:44:57,vcf/TESTCASES_bedded/TestCase 724/snp_SRR7890845_bowtie-SRR7890844_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
725,725,done,NC,,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1rL4n0qqzCk6QEi_-7ZHPAtimHGI31PX_?usp=share_link,GUL EDA,31652.0,a059,02:45:43,vcf/TESTCASES_bedded/TestCase 725/snp_SRR7890845_bwa2-SRR7890844_bwa2_somaticsniper.vcf.filtered.recode.vcf
726,726,done,NC,,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1stYh7rWdtQ9QkCkSozMe1wZj6_hyWL17?usp=share_link,GUL EDA,31655.0,a054,03:03:32,vcf/TESTCASES_bedded/TestCase 726/snp_SRR7890845_bowtie-SRR7890844_bowtie_somaticsniper.vcf.filtered.recode.vcf
727,727,done,NC,,Altay + COSAP,YES,YES,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1AjSV2H8XNavs4J_XtamW5CM2X-eZtqC6?usp=share_link,GUL EDA,39297.0,a068,07:17:00,vcf/TESTCASES_bedded/TestCase 727/snp_SRR7890845_bwa2-SRR7890844_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
728,728,done,NC,,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1PKFJQK-Z-2Oyk8yLWAIzmbhduW3IrYQj?usp=share_link,GUL EDA,29302.0,a061,06:39:42,vcf/TESTCASES_bedded/TestCase 728/snp_SRR7890845_bowtie-SRR7890844_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
729,729,done,NC,,Altay + COSAP,YES,YES,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1nDztRNBiaST4vbkKaF6MeK2HfHL3T4J2?usp=share_link,GUL EDA,29299.0,a075,2:29:03,vcf/TESTCASES_bedded/TestCase 729/snp_SRR7890845_bwa2-SRR7890844_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
730,730,done,NC,,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1lNVw21OUKcp9C5cSYRPbiZ8dPeOHtcg2?usp=share_link,GUL EDA,29300.0,a063,02:51:06,vcf/TESTCASES_bedded/TestCase 730/snp_SRR7890845_bowtie-SRR7890844_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
731,731,done,NC,,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1Hz4DgwzaB5Ubxl2WThcQ9FfjD4wnvc58?usp=share_link,GUL EDA,29298.0,a071,02:46:53,vcf/TESTCASES_bedded/TestCase 731/snp_SRR7890845_bwa2-SRR7890844_bwa2_somaticsniper.vcf.filtered.recode.vcf
732,732,done,NC,,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1ZxDLP01tV3owyoOYwblP5Mh47elYEjnv?usp=share_link,GUL EDA,29301.0,a060,03:06:45,vcf/TESTCASES_bedded/TestCase 732/snp_SRR7890845_bowtie-SRR7890844_bowtie_somaticsniper.vcf.filtered.recode.vcf
733,733,done,NC,,Altay + COSAP,YES,NO,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1RUn99WjlujVoPpl8viQ1sj9bAteUL274?usp=share_link,GUL EDA,31650.0,a086,06:09:46,vcf/TESTCASES_bedded/TestCase 733/snp_SRR7890845_bwa2-SRR7890844_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
734,734,done,NC,,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1y3RHOClAJ3TYLNICMNaOdYA0U7Ycu2oO?usp=share_link,GUL EDA,31653.0,a060,05:45:18,vcf/TESTCASES_bedded/TestCase 734/snp_SRR7890845_bowtie-SRR7890844_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
735,735,done,NC,,Altay + COSAP,YES,NO,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1V6k_mV0ssL7bcJTcrpU_89AKDGIzZg7m?usp=share_link,GUL EDA,31651.0,a087,01:19:43,vcf/TESTCASES_bedded/TestCase 735/snp_SRR7890845_bwa2-SRR7890844_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
736,736,done,NC,,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1epeOdjdUkeZijASKYIZrJFZkZT5UjX5s?usp=share_link,GUL EDA,31654.0,a053,01:25:48,vcf/TESTCASES_bedded/TestCase 736/snp_SRR7890845_bowtie-SRR7890844_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
737,737,done,NC,,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1IgvOAYbxL3UZrr3s-7gjF1WWsu60z74v?usp=share_link,GUL EDA,31652.0,a059,01:26:04,vcf/TESTCASES_bedded/TestCase 737/snp_SRR7890845_bwa2-SRR7890844_bwa2_somaticsniper.vcf.filtered.recode.vcf
738,738,done,NC,,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1UlVPX0lv4QXRiUkv20jg_KodTcMiLnuz?usp=share_link,GUL EDA,31655.0,a054,01:42:53,vcf/TESTCASES_bedded/TestCase 738/snp_SRR7890845_bowtie-SRR7890844_bowtie_somaticsniper.vcf.filtered.recode.vcf
739,739,done,NC,,Altay + COSAP,YES,NO,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1njZuojLN_-MdXQ_v-7yhGY-2mQV7Jbti?usp=share_link,GUL EDA,39297.0,a068,06:09:31,vcf/TESTCASES_bedded/TestCase 739/snp_SRR7890845_bwa2-SRR7890844_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
740,740,done,NC,,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1meOYjbU0sYLyAOMVnxoD_1TUbWH_fJAu?usp=share_link,GUL EDA,29302.0,a061,05:40:05,vcf/TESTCASES_bedded/TestCase 740/snp_SRR7890845_bowtie-SRR7890844_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
741,741,done,NC,,Altay + COSAP,YES,NO,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1Y3-Xg1ghhdiEe4ekANwPl2bBEm_Bya7X?usp=share_link,GUL EDA,29299.0,a075,01:11:56,vcf/TESTCASES_bedded/TestCase 741/snp_SRR7890845_bwa2-SRR7890844_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
742,742,done,NC,,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1QlHXOCg41jvfv4FQcVDxUp6hYueDqDjH?usp=share_link,GUL EDA,29300.0,a063,01:27:17,vcf/TESTCASES_bedded/TestCase 742/snp_SRR7890845_bowtie-SRR7890844_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
743,743,done,NC,,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1z8frnO6sjAmXDwE84eTUOQhv1lh32Sg0?usp=share_link,GUL EDA,29298.0,a071,01:24:38,vcf/TESTCASES_bedded/TestCase 743/snp_SRR7890845_bwa2-SRR7890844_bwa2_somaticsniper.vcf.filtered.recode.vcf
744,744,done,NC,,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1_AB-5G0Ti-J027vZlzmF1RZNIZ5uO6Wu?usp=share_link,GUL EDA,29301.0,a060,01:42:03,vcf/TESTCASES_bedded/TestCase 744/snp_SRR7890845_bowtie-SRR7890844_bowtie_somaticsniper.vcf.filtered.recode.vcf
745,745,done,NC,,Altay + COSAP,NO,YES,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1vnUvO7vhLqfvFKLko6PNIWPDa245Pbc1?usp=share_link,GUL EDA,31650.0,a086,08:39:23,vcf/TESTCASES_bedded/TestCase 745/snp_SRR7890845-SRR7890845bwa2-SRR7890844-SRR7890844bwa2_mutect.vcf.secondbed.vcf.recode.vcf
746,746,done,NC,,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1uMC__bzKApzlzY6C02BhrZ6mKdc2ZgSV?usp=share_link,GUL EDA,31653.0,a060,09:10:56,vcf/TESTCASES_bedded/TestCase 746/snp_SRR7890845-SRR7890845bowtie-SRR7890844-SRR7890844bowtie_mutect.vcf.secondbed.vcf.recode.vcf
747,747,done,NC,,Altay + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/136F5kCEBM2KoZYpn1rdsGIGpMqNkFf9d?usp=share_link,GUL EDA,31651.0,a087,02:20:41,vcf/TESTCASES_bedded/TestCase 747/snp_SRR7890845-SRR7890845bwa2-SRR7890844-SRR7890844bwa2_strelka.vcf.secondbed.vcf.recode.vcf
748,748,done,NC,,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1PShCEzEZpubyWs4hqg13fKd3uyOchpaF?usp=share_link,GUL EDA,31654.0,a053,02:41:08,vcf/TESTCASES_bedded/TestCase 748/snp_SRR7890845-SRR7890845bowtie-SRR7890844-SRR7890844bowtie_strelka.vcf.secondbed.vcf.recode.vcf
749,749,done,NC,,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1QyXcWJ7MK6MHPSGj0Xx2xWyUiikHkSgW?usp=share_link,GUL EDA,31652.0,a059,02:39:37,vcf/TESTCASES_bedded/TestCase 749/snp_SRR7890845-SRR7890845bwa2-SRR7890844-SRR7890844bwa2_somaticsniper.vcf.filtered.recode.vcf
750,750,done,NC,,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1uQSoaab-5tz2hjcqn5QFxZCLHAdAlx2T?usp=share_link,GUL EDA,31655.0,a054,02:58:37,vcf/TESTCASES_bedded/TestCase 750/snp_SRR7890845-SRR7890845bowtie-SRR7890844-SRR7890844bowtie_somaticsniper.vcf.filtered.recode.vcf
751,751,done,NC,,Altay + COSAP,NO,YES,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/17SOwOs0cMP3Nbq83S-u3Vl7SAKMYMKNx?usp=share_link,GUL EDA,39297.0,a068,08:36:11,vcf/TESTCASES_bedded/TestCase 751/snp_SRR7890845-SRR7890845bwa2-SRR7890844-SRR7890844bwa2_mutect.vcf.secondbed.vcf.recode.vcf
752,752,done,NC,,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1rgiZmN_LttlFvsKva7Okmk0Wnn4MJbjc?usp=share_link,GUL EDA,29302.0,a061,09:13:28,vcf/TESTCASES_bedded/TestCase 752/snp_SRR7890845-SRR7890845bowtie-SRR7890844-SRR7890844bowtie_mutect.vcf.secondbed.vcf.recode.vcf
753,753,done,NC,,Altay + COSAP,NO,YES,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1ubRsTT5qK-fNtPh5cLw2zpLl4yu2OS4B?usp=share_link,GUL EDA,29299.0,a075,02:22:46,vcf/TESTCASES_bedded/TestCase 753/snp_SRR7890845-SRR7890845bwa2-SRR7890844-SRR7890844bwa2_strelka.vcf.secondbed.vcf.recode.vcf
754,754,done,NC,,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1coTVhvhjWPFGBZ1uP8iTKscsSX5svS7L?usp=share_link,GUL EDA,29300.0,a063,02:38:08,vcf/TESTCASES_bedded/TestCase 754/snp_SRR7890845-SRR7890845bowtie-SRR7890844-SRR7890844bowtie_strelka.vcf.secondbed.vcf.recode.vcf
755,755,done,NC,,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1-opVKtAOmW2Pu7-JPcdLQDZxCdvAiBd5?usp=share_link,GUL EDA,29298.0,a071,02:40:21,vcf/TESTCASES_bedded/TestCase 755/snp_SRR7890845-SRR7890845bwa2-SRR7890844-SRR7890844bwa2_somaticsniper.vcf.filtered.recode.vcf
756,756,done,NC,,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1d2nEkJW2j_4rqxnLAS3jirwJ2gNWpi0i?usp=share_link,GUL EDA,29301.0,a060,03:00:33,vcf/TESTCASES_bedded/TestCase 756/snp_SRR7890845-SRR7890845bowtie-SRR7890844-SRR7890844bowtie_somaticsniper.vcf.filtered.recode.vcf
757,757,done,NC,,Altay + COSAP,NO,NO,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1qjg8p98swbEXaCNm9txOFo1YGG-J8aF_?usp=share_link,GUL EDA,31650.0,a086,07:54:05,vcf/TESTCASES_bedded/TestCase 757/snp_SRR7890845-SRR7890845bwa2-SRR7890844-SRR7890844bwa2_mutect.vcf.secondbed.vcf.recode.vcf
758,758,done,NC,,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1b6JmSGYpQN1BXV_N6ehdloq5B3iV3E74?usp=share_link,GUL EDA,31653.0,a060,10:09:45,vcf/TESTCASES_bedded/TestCase 758/snp_SRR7890845-SRR7890845bowtie-SRR7890844-SRR7890844bowtie_mutect.vcf.secondbed.vcf.recode.vcf
759,759,done,NC,,Altay + COSAP,NO,NO,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1VNgkP03wv1S7aeG0zQJolwBo5p8NjfxC?usp=share_link,GUL EDA,31651.0,a087,00:59:28,vcf/TESTCASES_bedded/TestCase 759/snp_SRR7890845-SRR7890845bwa2-SRR7890844-SRR7890844bwa2_strelka.vcf.secondbed.vcf.recode.vcf
760,760,done,NC,,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1qUywg7NyWEpVYe1ilc5IL09YJ_wH3o-P?usp=share_link,GUL EDA,31654.0,a053,01:17:29,vcf/TESTCASES_bedded/TestCase 760/snp_SRR7890845-SRR7890845bowtie-SRR7890844-SRR7890844bowtie_strelka.vcf.secondbed.vcf.recode.vcf
761,761,done,NC,,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1-qvOoIk30klC02whALz87cOFpD5SQ9E5?usp=share_link,GUL EDA,31652.0,a059,01:15:04,vcf/TESTCASES_bedded/TestCase 761/snp_SRR7890845-SRR7890845bwa2-SRR7890844-SRR7890844bwa2_somaticsniper.vcf.filtered.recode.vcf
762,762,done,NC,,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1hbcKFCOUcaXdFs9prU7RKWbxOtfFpfB4?usp=share_link,GUL EDA,31655.0,a054,01:32:44,vcf/TESTCASES_bedded/TestCase 762/snp_SRR7890845-SRR7890845bowtie-SRR7890844-SRR7890844bowtie_somaticsniper.vcf.filtered.recode.vcf
763,763,done,NC,,Altay + COSAP,NO,NO,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1Gmvt5Q6WbTubx_ilWBoV7f_DVvUG_rug?usp=share_link,GUL EDA,39297.0,a068,07:56:19,vcf/TESTCASES_bedded/TestCase 763/snp_SRR7890845-SRR7890845bwa2-SRR7890844-SRR7890844bwa2_mutect.vcf.secondbed.vcf.recode.vcf
764,764,done,NC,,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1i0AvOeNxnAAtVDwI4nGIX40UyjLfLq8s?usp=share_link,GUL EDA,29302.0,a061,10:25:30,vcf/TESTCASES_bedded/TestCase 764/snp_SRR7890845-SRR7890845bowtie-SRR7890844-SRR7890844bowtie_mutect.vcf.secondbed.vcf.recode.vcf
765,765,done,NC,,Altay + COSAP,NO,NO,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1dkirWfW6Pn63JEIhWBczXdgv8qyU7wTO?usp=share_link,GUL EDA,29299.0,a075,00:59:51,vcf/TESTCASES_bedded/TestCase 765/snp_SRR7890845-SRR7890845bwa2-SRR7890844-SRR7890844bwa2_strelka.vcf.secondbed.vcf.recode.vcf
766,766,done,NC,,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1JvJ-ALQbeEMJttiC6WqKTPLXsrx03NBM?usp=share_link,GUL EDA,29300.0,a063,01:20:07,vcf/TESTCASES_bedded/TestCase 766/snp_SRR7890845-SRR7890845bowtie-SRR7890844-SRR7890844bowtie_strelka.vcf.secondbed.vcf.recode.vcf
767,767,done,NC,,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/19KQoIqoLDtEhYZgk1pLaaoyo9FNYRIkA?usp=share_link,GUL EDA,29298.0,a071,01:16:12,vcf/TESTCASES_bedded/TestCase 767/snp_SRR7890845-SRR7890845bwa2-SRR7890844-SRR7890844bwa2_somaticsniper.vcf.filtered.recode.vcf
768,768,done,NC,,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1FEk1efsM6-rt1OTXTj-dCYxSpNwn5TSr?usp=share_link,GUL EDA,29301.0,a060,01:32:35,vcf/TESTCASES_bedded/TestCase 768/snp_SRR7890845-SRR7890845bowtie-SRR7890844-SRR7890844bowtie_somaticsniper.vcf.filtered.recode.vcf
769,769,done,IL,,Uhem + COSAP,YES,YES,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1xSJE865A4YHH5hfFfDodAPAsJlYZ8qz6?usp=share_link,GUL EDA,664396.0,s030,9:01:44,vcf/TESTCASES_bedded/TestCase 769/snp_SRR7890874_bwa2-SRR7890883_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
770,770,done,IL,,Uhem + COSAP,NO,NO,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/17KkNX0yaMprQ2X_p8qewJ-R7yRGVwmEZ?usp=share_link,GUL EDA,664396.0,s030,10:59:36,vcf/TESTCASES_bedded/TestCase 770/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_mutect.vcf.secondbed.vcf.recode.vcf
771,771,done,IL,,Uhem + COSAP,YES,NO,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1fBY0jmMdCAOrERQwVAkerFpkx7sIkKt7?usp=share_link,GUL EDA,664396.0,s030,9:19:48,vcf/TESTCASES_bedded/TestCase 771/snp_SRR7890874_bwa2-SRR7890883_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
772,772,done,IL,,Uhem + COSAP,NO,YES,BWA,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1naiRtqTZuoOhOGbCFNR9T4LPidua2VUq?usp=share_link,GUL EDA,664396.0,s030,10:59:37,vcf/TESTCASES_bedded/TestCase 772/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_mutect.vcf.secondbed.vcf.recode.vcf
773,773,done,IL,,Uhem + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1s3RB5ROKEf8aMLlv9batNNOYeNcRn3tk?usp=share_link,GUL EDA,664398.0,s031,8:58:46,vcf/TESTCASES_bedded/TestCase 773/snp_SRR7890874_bowtie-SRR7890883_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
774,774,done,IL,,Uhem + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1tZdq2keuc8lgaqyiwStgr0h-nyEo-ljy?usp=share_link,GUL EDA,664398.0,s031,12:43:08,vcf/TESTCASES_bedded/TestCase 774/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_mutect.vcf.secondbed.vcf.recode.vcf
775,775,done,IL,,Uhem + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1ICnYfohCbisV53DbNsRWvAcQNr9IiQVO?usp=share_link,GUL EDA,664398.0,s031,8:28:59,vcf/TESTCASES_bedded/TestCase 775/snp_SRR7890874_bowtie-SRR7890883_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
776,776,done,IL,,Uhem + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1fa4k2-m-xdlB6HV0GgSaZffeAdPVfcS1?usp=share_link,GUL EDA,664398.0,s031,11:16:33,vcf/TESTCASES_bedded/TestCase 776/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_mutect.vcf.secondbed.vcf.recode.vcf
777,777,done,IL,,Uhem + COSAP,YES,YES,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1RIIBX3FwlJGCxlZNFL1apIyf4ppgqEVl?usp=share_link,GUL EDA,663458.0,s003,3:37:58,vcf/TESTCASES_bedded/TestCase 777/snp_SRR7890874_bwa2-SRR7890883_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
778,778,done,IL,,Uhem + COSAP,NO,NO,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1TrEumO2XaBK0ensptcBOD1fAco45O4_N?usp=share_link,GUL EDA,663458.0,s003,1:49:17,vcf/TESTCASES_bedded/TestCase 778/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_strelka.vcf.secondbed.vcf.recode.vcf
779,779,done,IL,,Uhem + COSAP,YES,NO,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1KdCnPOci6Wk_FxvwMIl1t0uIL52pUyoZ?usp=share_link,GUL EDA,663458.0,s003,2:09:07,vcf/TESTCASES_bedded/TestCase 779/snp_SRR7890874_bwa2-SRR7890883_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
780,780,done,IL,,Uhem + COSAP,NO,YES,BWA,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1JtBzS5VZyGOmgRApwNotGhD2k8BWwJ1m?usp=share_link,GUL EDA,663458.0,s003,3:28:17,vcf/TESTCASES_bedded/TestCase 780/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_strelka.vcf.secondbed.vcf.recode.vcf
781,781,done,IL,,Uhem + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1UNb7CXM4_gE6EcVMKWUSLpx_0iVItB4U?usp=share_link,GUL EDA,663459.0,s009,4:34:27,vcf/TESTCASES_bedded/TestCase 781/snp_SRR7890874_bowtie-SRR7890883_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
782,782,done,IL,,Uhem + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1jt6thVhfymA1q2lUuWenkzHc1rQaplW1?usp=share_link,GUL EDA,663459.0,s009,2:38:48,vcf/TESTCASES_bedded/TestCase 782/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_strelka.vcf.secondbed.vcf.recode.vcf
783,783,done,IL,,Uhem + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,https://drive.google.com/drive/folders/1scpSdN5rN9M5t6paytM6RnLRNvfHmqQL?usp=share_link,GUL EDA,663459.0,s009,2:52:57,vcf/TESTCASES_bedded/TestCase 783/snp_SRR7890874_bowtie-SRR7890883_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
