run,TestCaseNo,phase,Sample,operatingSystem,Environment,isTrimmed,baseRecalibration,Mapper,M_Version,VariantCaller,VC_Version,ReferenceGenom,Duplicates,VariantFilter,FilterPass,SOMATICfilter,remove_indels,FileLink,Author,Slurm_id,Node,ElapsedTime,vcf_relpath
362,362,done,EA,Linux,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1h4ZQPf5xJI0Sj8rv3WA-YHOniw8gobdD?usp=share_link,GUL EDA,30432.0,a062,04:30:56,vcf/TESTCASES_bedded/TestCase 362/snp_SRR7890919_bowtie-SRR7890918_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
368,368,done,EA,Linux,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/12hPkcC6UAQ8KBo2Wat9lZi3u4NAothwZ?usp=share_link,GUL EDA,30432.0,a062,02:15:48,vcf/TESTCASES_bedded/TestCase 368/snp_SRR7890919-SRR7890919bowtie-SRR7890918-SRR7890918bowtie_strelka.vcf.secondbed.vcf.recode.vcf
374,374,done,EA,Linux,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1r3Y_6xUFFkisO6s-c4bQABd8fKpelK-P?usp=share_link,GUL EDA,30432.0,a062,02:37:28,vcf/TESTCASES_bedded/TestCase 374/snp_SRR7890919_bowtie-SRR7890918_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
380,380,done,EA,Linux,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1BiwLDYzzI8C8XHx2arfqpvw1L0x98TiL?usp=share_link,GUL EDA,30432.0,a062,04:15:32,vcf/TESTCASES_bedded/TestCase 380/snp_SRR7890919-SRR7890919bowtie-SRR7890918-SRR7890918bowtie_strelka.vcf.secondbed.vcf.recode.vcf
386,386,done,EA,Linux,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1sdkahl2DEdeZOE3_Y15ywZZDDJWuk5JA?usp=share_link,GUL EDA,30430.0,a049,04:19:05,vcf/TESTCASES_bedded/TestCase 386/snp_SRR7890919_bwa2-SRR7890918_bwa2_somaticsniper.vcf.filtered.recode.vcf
392,392,done,EA,Linux,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1CpZX7aYlUbuF85U3p_bvIeLYBtDw7aQu?usp=share_link,GUL EDA,30430.0,a049,02:10:21,vcf/TESTCASES_bedded/TestCase 392/snp_SRR7890919-SRR7890919bwa2-SRR7890918-SRR7890918bwa2_somaticsniper.vcf.filtered.recode.vcf
398,398,done,EA,Linux,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1IeAqlL6nqdjS5GMO2MSnMYQ_cATXROju?usp=share_link,GUL EDA,30430.0,a049,02:29:23,vcf/TESTCASES_bedded/TestCase 398/snp_SRR7890919_bwa2-SRR7890918_bwa2_somaticsniper.vcf.filtered.recode.vcf
404,404,done,EA,Linux,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/15xyZh-NHe0bQR_xeXXuBXxzc_bXDVgXY?usp=share_link,GUL EDA,30430.0,a049,04:06:32,vcf/TESTCASES_bedded/TestCase 404/snp_SRR7890919-SRR7890919bwa2-SRR7890918-SRR7890918bwa2_somaticsniper.vcf.filtered.recode.vcf
410,410,done,EA,Linux,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1E6ALLZeZlHHS5os7vi4XyNUFFcnH0wAu?usp=share_link,GUL EDA,30433.0,a064,04:57:47,vcf/TESTCASES_bedded/TestCase 410/snp_SRR7890919_bowtie-SRR7890918_bowtie_somaticsniper.vcf.filtered.recode.vcf
416,416,done,EA,Linux,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1fL_yso2WUgkqHC6IhBcCmjeUocM0TCPS?usp=share_link,GUL EDA,30433.0,a064,02:46:02,vcf/TESTCASES_bedded/TestCase 416/snp_SRR7890919-SRR7890919bowtie-SRR7890918-SRR7890918bowtie_somaticsniper.vcf.filtered.recode.vcf
422,422,done,EA,Linux,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/17PruuaGPE_DxGdPgGtohemvnN1WoEHr2?usp=share_link,GUL EDA,30433.0,a064,02:57:27,vcf/TESTCASES_bedded/TestCase 422/snp_SRR7890919_bowtie-SRR7890918_bowtie_somaticsniper.vcf.filtered.recode.vcf
428,428,done,EA,Linux,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1hzg6YcjT3AJ0COyIIkdHY2buWeQ8bEdu?usp=share_link,GUL EDA,30433.0,a064,04:49:56,vcf/TESTCASES_bedded/TestCase 428/snp_SRR7890919-SRR7890919bowtie-SRR7890918-SRR7890918bowtie_somaticsniper.vcf.filtered.recode.vcf
435,435,done,LL,,Uhem + COSAP,YES,YES,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1nBnrEG0vkv4A5IgkUWdftstaSswYPD7h?usp=sharing,GÜL EDA,658495.0,s046,2:51:10,vcf/TESTCASES_bedded/TestCase 435/snp_SRR7890851_bwa2-SRR7890850_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
436,436,done,EA,,Uhem + COSAP,YES,YES,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1bLD58iBnzMpe14_wZ8Gbt7FY-TI4lpd5?usp=share_link,GUL EDA,665287.0,s063,08:50:36,vcf/TESTCASES_bedded/TestCase 436/snp_SRR7890919_bwa2-SRR7890918_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
437,437,done,LL,,Altay + COSAP,YES,YES,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1TjUNWLp0yUXgTKnVM56ba8JRpf6Y1RUK?usp=share_link,GÜL EDA,31617.0,a081,02:56:15,vcf/TESTCASES_bedded/TestCase 437/snp_SRR7890851_bwa2-SRR7890850_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
438,438,done,NC,,Uhem + COSAP,YES,YES,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1bTZQM-tNJf3HVRlNV4RF09QhtYvZZ3fB?usp=sharing,GÜL EDA,659021.0,s012,7:22:50,vcf/TESTCASES_bedded/TestCase 438/snp_SRR7890845_bwa2-SRR7890844_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
441,441,done,LL,,Uhem + COSAP,NO,NO,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1X2ykoeKkbCWuXJ2z4GVHGQWaxjzDhTY7?usp=sharing,GÜL EDA,658495.0,s046,3:10:12,vcf/TESTCASES_bedded/TestCase 441/snp_SRR7890851-SRR7890851bwa2-SRR7890850-SRR7890850bwa2_mutect.vcf.secondbed.vcf.recode.vcf
442,442,done,EA,,Uhem + COSAP,NO,NO,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/14qSEiTXQ7hwJolLW47sjMaTRzvrihIPk?usp=share_link,GUL EDA,665287.0,s063,07:45:24,vcf/TESTCASES_bedded/TestCase 442/snp_SRR7890919-SRR7890919bwa2-SRR7890918-SRR7890918bwa2_mutect.vcf.secondbed.vcf.recode.vcf
443,443,done,LL,,Altay + COSAP,NO,NO,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1pSUPC7daJKmN19jVlALflNxHh2YYQYjQ?usp=share_link,GÜL EDA,31617.0,a081,03:17:13,vcf/TESTCASES_bedded/TestCase 443/snp_SRR7890851-SRR7890851bwa2-SRR7890850-SRR7890850bwa2_mutect.vcf.secondbed.vcf.recode.vcf
444,444,done,NC,,Uhem + COSAP,NO,NO,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1mVJKNRmjwHjHyazlVQIFEqIM6GRXP16x?usp=sharing,GÜL EDA,659021.0,s012,9:05:06,vcf/TESTCASES_bedded/TestCase 444/snp_SRR7890845-SRR7890845bwa2-SRR7890844-SRR7890844bwa2_mutect.vcf.secondbed.vcf.recode.vcf
447,447,done,LL,,Uhem + COSAP,YES,NO,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/10WE83fU9Cvp3xpJi83fQ47i1twlDb4Fi?usp=sharing,GÜL EDA,658495.0,s046,2:26:31,vcf/TESTCASES_bedded/TestCase 447/snp_SRR7890851_bwa2-SRR7890850_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
448,448,done,EA,,Uhem + COSAP,YES,NO,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1CNeHUxd890JsTAu6kDcyj_7gumlsNza1?usp=share_link,GUL EDA,665287.0,s063,06:59:08,vcf/TESTCASES_bedded/TestCase 448/snp_SRR7890919_bwa2-SRR7890918_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
449,449,done,LL,,Altay + COSAP,YES,NO,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1BIh6NX8x01baNmdapy6EBN3qT__vhTeY?usp=share_link,GÜL EDA,31617.0,a081,02:30:55,vcf/TESTCASES_bedded/TestCase 449/snp_SRR7890851_bwa2-SRR7890850_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
450,450,done,NC,,Uhem + COSAP,YES,NO,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1ADj7G8s8BLBjHFfJn_I0AvX2Vn5_4tb_?usp=sharing,GÜL EDA,659021.0,s012,6:32:11,vcf/TESTCASES_bedded/TestCase 450/snp_SRR7890845_bwa2-SRR7890844_bwa2_mutect.vcf.secondbed.vcf.recode.vcf
453,453,done,LL,,Uhem + COSAP,NO,YES,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/15JRvOTguoFu78gATC9DRoD4ABN8GKOv6?usp=sharing,GÜL EDA,658495.0,s046,3:27:06,vcf/TESTCASES_bedded/TestCase 453/snp_SRR7890851-SRR7890851bwa2-SRR7890850-SRR7890850bwa2_mutect.vcf.secondbed.vcf.recode.vcf
454,454,done,EA,,Uhem + COSAP,NO,YES,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1LxbAnOgemlUr3WPITpsaqlmoZnumNqFj?usp=share_link,GUL EDA,665287.0,s063,09:42:07,vcf/TESTCASES_bedded/TestCase 454/snp_SRR7890919-SRR7890919bwa2-SRR7890918-SRR7890918bwa2_mutect.vcf.secondbed.vcf.recode.vcf
455,455,done,LL,,Altay + COSAP,NO,YES,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1C7LpGML11bW0oVuNm7C7BDg6yM8I6H_j?usp=share_link,GÜL EDA,31617.0,a081,03:35:02,vcf/TESTCASES_bedded/TestCase 455/snp_SRR7890851-SRR7890851bwa2-SRR7890850-SRR7890850bwa2_mutect.vcf.secondbed.vcf.recode.vcf
456,456,done,NC,,Uhem + COSAP,NO,YES,BWA,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1tkdRKlQSg43WsKr0D5JkW-6nGp75D5ck?usp=sharing,GÜL EDA,659021.0,s012,9:02:31,vcf/TESTCASES_bedded/TestCase 456/snp_SRR7890845-SRR7890845bwa2-SRR7890844-SRR7890844bwa2_mutect.vcf.secondbed.vcf.recode.vcf
459,459,done,LL,,Uhem + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1KyHLsnJSI6c9kquU-2o3t8X4hhv50MLd?usp=sharing,GÜL EDA,658498.0,s042,3:04:35,vcf/TESTCASES_bedded/TestCase 459/snp_SRR7890851_bowtie-SRR7890850_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
460,460,done,EA,,Uhem + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/19KcdTpkcVnXljVPYvjnlUzMSsWFkXEC7?usp=share_link,GUL EDA,665290.0,s066,09:17:06,vcf/TESTCASES_bedded/TestCase 460/snp_SRR7890919_bowtie-SRR7890918_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
461,461,done,LL,,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1MoTijW6y3iP8m50lKGgIQ-Lp_MgHAf0F?usp=share_link,GÜL EDA,31620.0,a076,02:52:52,vcf/TESTCASES_bedded/TestCase 461/snp_SRR7890851_bowtie-SRR7890850_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
462,462,done,NC,,Uhem + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1QPTjnixuq_LwXmDN2Z2Ycku0xbiMQU1E?usp=sharing,GÜL EDA,659023.0,s022,7:12:41,vcf/TESTCASES_bedded/TestCase 462/snp_SRR7890845_bowtie-SRR7890844_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
465,465,done,LL,,Uhem + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/198PQ6Ewo7vRyoFhfzf0kC1oDuyJ879lU?usp=sharing,GÜL EDA,658498.0,s042,4:13:58,vcf/TESTCASES_bedded/TestCase 465/snp_SRR7890851-SRR7890851bowtie-SRR7890850-SRR7890850bowtie_mutect.vcf.secondbed.vcf.recode.vcf
466,466,done,EA,,Uhem + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1RJnPmMzUfZj7G-isHy0m6kTmWIkjrdJk?usp=share_link,GUL EDA,665290.0,s066,12:07:36,vcf/TESTCASES_bedded/TestCase 466/snp_SRR7890919-SRR7890919bowtie-SRR7890918-SRR7890918bowtie_mutect.vcf.secondbed.vcf.recode.vcf
467,467,done,LL,,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1Dv-Pv81y_w1X0RNSiRf7nMlkWLyGzhMb?usp=share_link,GÜL EDA,31620.0,a076,03:52:28,vcf/TESTCASES_bedded/TestCase 467/snp_SRR7890851-SRR7890851bowtie-SRR7890850-SRR7890850bowtie_mutect.vcf.secondbed.vcf.recode.vcf
468,468,done,NC,,Uhem + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1boZwTou4FinDOddWNw0r84g0lMsJLK1w?usp=sharing,GÜL EDA,659023.0,s022,10:58:56,vcf/TESTCASES_bedded/TestCase 468/snp_SRR7890845-SRR7890845bowtie-SRR7890844-SRR7890844bowtie_mutect.vcf.secondbed.vcf.recode.vcf
471,471,done,LL,,Uhem + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1F1A05glBm5JKdY2L7HW9KQkZQ13WtNMf?usp=sharing,GÜL EDA,658498.0,s042,2:42:15,vcf/TESTCASES_bedded/TestCase 471/snp_SRR7890851_bowtie-SRR7890850_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
472,472,done,EA,,Uhem + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1TGSgLzvJwwbdP7N6YIGs4XQdUft9U-Ge?usp=share_link,GUL EDA,665290.0,s066,07:15:09,vcf/TESTCASES_bedded/TestCase 472/snp_SRR7890919_bowtie-SRR7890918_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
473,473,done,LL,,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1vSwXYS13EicQZ7zqYLDJbbU76uPZg0Pl?usp=share_link,GÜL EDA,31620.0,a076,02:29:26,vcf/TESTCASES_bedded/TestCase 473/snp_SRR7890851_bowtie-SRR7890850_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
474,474,done,NC,,Uhem + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1No-4hrziR2D6xvJ5FbikUBEKfKuJdhkG?usp=sharing,GÜL EDA,659023.0,s022,6:05:45,vcf/TESTCASES_bedded/TestCase 474/snp_SRR7890845_bowtie-SRR7890844_bowtie_mutect.vcf.secondbed.vcf.recode.vcf
477,477,done,LL,,Uhem + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1EjpwvT7Kb1M5U8VVO5GHpwW3saLnask1?usp=sharing,GÜL EDA,658498.0,s042,4:09:33,vcf/TESTCASES_bedded/TestCase 477/snp_SRR7890851-SRR7890851bowtie-SRR7890850-SRR7890850bowtie_mutect.vcf.secondbed.vcf.recode.vcf
478,478,done,EA,,Uhem + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1CF4lrnIypeGLt2gk8lJLuk6j0SWEfHML?usp=share_link,GUL EDA,665290.0,s066,12:44:01,vcf/TESTCASES_bedded/TestCase 478/snp_SRR7890919-SRR7890919bowtie-SRR7890918-SRR7890918bowtie_mutect.vcf.secondbed.vcf.recode.vcf
479,479,done,LL,,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1biLYVHYtuW68jB501QWwAX9vWdc_7y7o?usp=share_link,GÜL EDA,31620.0,a076,03:44:02,vcf/TESTCASES_bedded/TestCase 479/snp_SRR7890851-SRR7890851bowtie-SRR7890850-SRR7890850bowtie_mutect.vcf.secondbed.vcf.recode.vcf
480,480,done,NC,,Uhem + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/11qDZOWWtfF_-1TYNDurujebbbeF1pVmG?usp=sharing,GÜL EDA,659023.0,s022,9:48:41,vcf/TESTCASES_bedded/TestCase 480/snp_SRR7890845-SRR7890845bowtie-SRR7890844-SRR7890844bowtie_mutect.vcf.secondbed.vcf.recode.vcf
483,483,done,LL,,Uhem + COSAP,YES,YES,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1ycRRP55yOI4ELwh7HpzqQ3guTrm047nP?usp=sharing,GÜL EDA,655822.0,s037,1:16:45,vcf/TESTCASES_bedded/TestCase 483/snp_SRR7890851_bwa2-SRR7890850_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
484,484,done,EA,,Uhem + COSAP,YES,YES,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1Ou8e0D_wxPL7F3xN5Xp-cdGK44z1UIIT?usp=share_link,GUL EDA,665288.0,s064,03:44:14,vcf/TESTCASES_bedded/TestCase 484/snp_SRR7890919_bwa2-SRR7890918_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
485,485,done,LL,,Altay + COSAP,YES,YES,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1lg3jMqbMhn-ahPeo6aZearEzheRpmsoW?usp=share_link,GÜL EDA,31618.0,a084,01:23:36,vcf/TESTCASES_bedded/TestCase 485/snp_SRR7890851_bwa2-SRR7890850_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
486,486,done,NC,,Uhem + COSAP,YES,YES,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/199aS-22j-Du3ePJFinCMQuuVJZ43oOxd?usp=sharing,GÜL EDA,655770.0,s021,2:16:45,vcf/TESTCASES_bedded/TestCase 486/snp_SRR7890845_bwa2-SRR7890844_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
489,489,done,LL,,Uhem + COSAP,NO,NO,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/11IsIHIPStR7tjtyi9bdso8mlUBjjvEl2?usp=sharing,GÜL EDA,655822.0,s037,0:42:25,vcf/TESTCASES_bedded/TestCase 489/snp_SRR7890851-SRR7890851bwa2-SRR7890850-SRR7890850bwa2_strelka.vcf.secondbed.vcf.recode.vcf
490,490,done,EA,,Uhem + COSAP,NO,NO,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/11gZjua2sT8HptohvJjzttlulxkGhJeAM?usp=share_link,GUL EDA,665288.0,s064,01:37:40,vcf/TESTCASES_bedded/TestCase 490/snp_SRR7890919-SRR7890919bwa2-SRR7890918-SRR7890918bwa2_strelka.vcf.secondbed.vcf.recode.vcf
491,491,done,LL,,Altay + COSAP,NO,NO,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1wIA-gQd3nWmwNY3UOEYR_Bh31bIUde59?usp=share_link,GÜL EDA,31618.0,a084,00:37:57,vcf/TESTCASES_bedded/TestCase 491/snp_SRR7890851-SRR7890851bwa2-SRR7890850-SRR7890850bwa2_strelka.vcf.secondbed.vcf.recode.vcf
492,492,done,NC,,Uhem + COSAP,NO,NO,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1fEXIs6YZzyUJPinhMm8YW9Q4r5sgPfly?usp=sharing,GÜL EDA,655770.0,s021,0:58:05,vcf/TESTCASES_bedded/TestCase 492/snp_SRR7890845-SRR7890845bwa2-SRR7890844-SRR7890844bwa2_strelka.vcf.secondbed.vcf.recode.vcf
495,495,done,LL,,Uhem + COSAP,YES,NO,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1lzoPLPuTSr5JZ8WDS3JPI25ybRFqHbAJ?usp=sharing,GÜL EDA,655822.0,s037,0:34:45,vcf/TESTCASES_bedded/TestCase 495/snp_SRR7890851_bwa2-SRR7890850_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
496,496,done,EA,,Uhem + COSAP,YES,NO,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1CPzWlPV6ox0S-4rg-QyS9yWylNY_a1VW?usp=share_link,GUL EDA,665288.0,s064,01:44:11,vcf/TESTCASES_bedded/TestCase 496/snp_SRR7890919_bwa2-SRR7890918_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
497,497,done,LL,,Altay + COSAP,YES,NO,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1_Cfc5WDB20gDGhuL5Jb4iMxhsFDzsF5X?usp=share_link,GÜL EDA,31618.0,a084,00:45:14,vcf/TESTCASES_bedded/TestCase 497/snp_SRR7890851_bwa2-SRR7890850_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
498,498,done,NC,,Uhem + COSAP,YES,NO,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1Prw8v5igWpSyPidwKfXiH2JbdxCAERWx?usp=sharing,GÜL EDA,655770.0,s021,1:02:33,vcf/TESTCASES_bedded/TestCase 498/snp_SRR7890845_bwa2-SRR7890844_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
501,501,done,LL,,Uhem + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1tp87F42QW28AvqTTD4evV9fN7WBCfaK0?usp=sharing,GÜL EDA,655822.0,s037,1:14:50,vcf/TESTCASES_bedded/TestCase 501/snp_SRR7890851-SRR7890851bwa2-SRR7890850-SRR7890850bwa2_strelka.vcf.secondbed.vcf.recode.vcf
502,502,done,EA,,Uhem + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/11s-QzzutmyhaXy2uyW0JHX_j_RQq2-i6?usp=share_link,GUL EDA,665288.0,s064,03:42:07,vcf/TESTCASES_bedded/TestCase 502/snp_SRR7890919-SRR7890919bwa2-SRR7890918-SRR7890918bwa2_strelka.vcf.secondbed.vcf.recode.vcf
503,503,done,LL,,Altay + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1um_KhhmVc5u-q5cJYWZOCNGYJzTEZbWB?usp=share_link,GÜL EDA,31618.0,a084,01:21:16,vcf/TESTCASES_bedded/TestCase 503/snp_SRR7890851-SRR7890851bwa2-SRR7890850-SRR7890850bwa2_strelka.vcf.secondbed.vcf.recode.vcf
504,504,done,NC,,Uhem + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1x6_7RIE7WP0hBKL72Z1u5An38n2SlQB6?usp=sharing,GÜL EDA,655770.0,s021,2:25:58,vcf/TESTCASES_bedded/TestCase 504/snp_SRR7890845-SRR7890845bwa2-SRR7890844-SRR7890844bwa2_strelka.vcf.secondbed.vcf.recode.vcf
507,507,done,LL,,Uhem + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1rrJS191Im0qNfmdjieJs0xbKaNgaOtEk?usp=sharing,GÜL EDA,655822.0,s037,1:30:59,vcf/TESTCASES_bedded/TestCase 507/snp_SRR7890851_bowtie-SRR7890850_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
508,508,done,EA,,Uhem + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1tUqXWo-PTyUE6tMg1AUTCeSA4ukT6ID0?usp=share_link,GUL EDA,665558.0,s014,04:17:18,vcf/TESTCASES_bedded/TestCase 508/snp_SRR7890919_bowtie-SRR7890918_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
509,509,done,LL,,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1bM3yOdt_YVdvd8Y6kNqQV6Hk5NoDxFgW?usp=share_link,GÜL EDA,31621.0,a049,01:35:41,vcf/TESTCASES_bedded/TestCase 509/snp_SRR7890851_bowtie-SRR7890850_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
510,510,done,NC,,Uhem + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/16_vFLyesajFMnhJfD-2LZUEIpoPNnz6R?usp=sharing,GÜL EDA,655770.0,s021,2:40:22,vcf/TESTCASES_bedded/TestCase 510/snp_SRR7890845_bowtie-SRR7890844_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
513,513,done,LL,,Uhem + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1A5K3ow-Yx5JbRzSJyJ7bm8kWtGtm9XZ6?usp=sharing,GÜL EDA,655822.0,s037,0:45:46,vcf/TESTCASES_bedded/TestCase 513/snp_SRR7890851-SRR7890851bowtie-SRR7890850-SRR7890850bowtie_strelka.vcf.secondbed.vcf.recode.vcf
514,514,done,EA,,Uhem + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1-I13qAaqujeXJzx0_rphKVHb1hmwtMgO?usp=share_link,GUL EDA,665291.0,s067,02:16:57,vcf/TESTCASES_bedded/TestCase 514/snp_SRR7890919-SRR7890919bowtie-SRR7890918-SRR7890918bowtie_strelka.vcf.secondbed.vcf.recode.vcf
515,515,done,LL,,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1BYq5m6io8_4pyUZYyiPM8TKcAODr4kkF?usp=share_link,GÜL EDA,31621.0,a049,00:46:22,vcf/TESTCASES_bedded/TestCase 515/snp_SRR7890851-SRR7890851bowtie-SRR7890850-SRR7890850bowtie_strelka.vcf.secondbed.vcf.recode.vcf
