TestCaseNo,phase,Sample,operatingSystem,Environment,isTrimmed,baseRecalibration,Mapper,M_Version,VariantCaller,VC_Version,ReferenceGenom,Duplicates,VariantFilter,FilterPass,SOMATICfilter,remove_indels,TMB,FileLink,Result VCF Count,Author,Slurm_id,Node,ElapsedTime
TestCase 503,done,LL,,Altay + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,22.49808425778956,https://drive.google.com/drive/folders/1um_KhhmVc5u-q5cJYWZOCNGYJzTEZbWB?usp=share_link,1817,GÜL EDA,31618.0,a084,01:21:16
TestCase 504,done,NC,,Uhem + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,21.755164579491616,https://drive.google.com/drive/folders/1x6_7RIE7WP0hBKL72Z1u5An38n2SlQB6?usp=sharing,1757,GÜL EDA,655770.0,s021,2:25:58
TestCase 507,done,LL,,Uhem + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,14.524079710724909,https://drive.google.com/drive/folders/1rrJS191Im0qNfmdjieJs0xbKaNgaOtEk?usp=sharing,1173,GÜL EDA,655822.0,s037,1:30:59
TestCase 508,done,EA,,Uhem + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,14.771719603490892,https://drive.google.com/drive/folders/1tUqXWo-PTyUE6tMg1AUTCeSA4ukT6ID0?usp=share_link,1193,GUL EDA,665558.0,s014,04:17:18
TestCase 509,done,LL,,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,14.524079710724909,https://drive.google.com/drive/folders/1bM3yOdt_YVdvd8Y6kNqQV6Hk5NoDxFgW?usp=share_link,1173,GÜL EDA,31621.0,a049,01:35:41
TestCase 510,done,NC,,Uhem + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,14.598371678554704,https://drive.google.com/drive/folders/16_vFLyesajFMnhJfD-2LZUEIpoPNnz6R?usp=sharing,1179,GÜL EDA,655770.0,s021,2:40:22
TestCase 513,done,LL,,Uhem + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,11.750512911745894,https://drive.google.com/drive/folders/1A5K3ow-Yx5JbRzSJyJ7bm8kWtGtm9XZ6?usp=sharing,949,GÜL EDA,655822.0,s037,0:45:46
TestCase 514,done,EA,,Uhem + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,14.004035935916344,https://drive.google.com/drive/folders/1-I13qAaqujeXJzx0_rphKVHb1hmwtMgO?usp=share_link,1131,GUL EDA,665291.0,s067,02:16:57
TestCase 515,done,LL,,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,11.750512911745894,https://drive.google.com/drive/folders/1BYq5m6io8_4pyUZYyiPM8TKcAODr4kkF?usp=share_link,949,GÜL EDA,31621.0,a049,00:46:22
TestCase 516,done,NC,,Uhem + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,13.657340086043966,https://drive.google.com/drive/folders/14-nYzqXu7k5YFKuq1OObWYtdWN9HvWhh?usp=sharing,1103,GÜL EDA,655770.0,s021,1:15:25
TestCase 519,done,LL,,Uhem + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,16.257558960086783,https://drive.google.com/drive/folders/1UwOvScon4_zrq682p9Txuz9_X-kgd0RZ?usp=sharing,1313,GÜL EDA,655822.0,s037,0:47:53
TestCase 520,done,EA,,Uhem + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,15.229853405107956,https://drive.google.com/drive/folders/16WEIgvVJscA0H2cLCm2LAygws5ro9OnC?usp=share_link,1230,GUL EDA,665291.0,s067,02:24:03
TestCase 521,done,LL,,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,16.257558960086783,https://drive.google.com/drive/folders/1qeYbg7rwpa7aCKdjpR9yakQ3Y7aOd_q4?usp=share_link,1313,GÜL EDA,31621.0,a049,00:54:20
TestCase 522,done,NC,,Uhem + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,14.969831517703676,https://drive.google.com/drive/folders/1N9lCyrvgRppAqmJFPM1I0ei2_o2BFq1j?usp=sharing,1209,GÜL EDA,655770.0,s021,1:18:18
TestCase 525,done,LL,,Uhem + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,10.37611150689469,https://drive.google.com/drive/folders/1sRQfyHil_WtR26U58jpgtkm9re9XLp8Q?usp=sharing,838,GÜL EDA,655822.0,s037,1:24:15
TestCase 526,done,EA,,Uhem + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,13.372554209363086,https://drive.google.com/drive/folders/1SKqOLz5d1F1Nq7bX26ioSXzMvzTvcEdk?usp=share_link,1080,GUL EDA,665291.0,s067,04:29:30
TestCase 527,done,LL,,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,10.37611150689469,https://drive.google.com/drive/folders/1tnPAy9TscNGykZbv-LFUQl5SgaL7GR_3?usp=share_link,838,GÜL EDA,31621.0,a049,01:26:31
TestCase 528,done,NC,,Uhem + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,12.939184397022615,https://drive.google.com/drive/folders/1T9lBjqrEkP4YWWHuHHXFyzW02EXHSHNa?usp=sharing,1045,GÜL EDA,655770.0,s021,2:37:41
TestCase 531,done,LL,,Uhem + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,27.364208150641126,https://drive.google.com/drive/folders/1tDvdc4rgwzhOrS2Kbb1yEm6wjn4BvLgE?usp=sharing,2210,GÜL EDA,658497.0,s045,1:31:18
TestCase 532,done,EA,,Uhem + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,19.192091689363686,https://drive.google.com/drive/folders/1FbVCCgiWrlvAzR8xKrQZEYEtaQi-mzla?usp=share_link,1550,GUL EDA,665289.0,s065,04:14:17
TestCase 533,done,LL,,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,27.364208150641126,https://drive.google.com/drive/folders/1glhFKeRQZr8FDvVFG9HJ9K0I_DDXpeJ9?usp=share_link,2210,GÜL EDA,31619.0,a065,01:30:26
TestCase 534,done,NC,,Uhem + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,18.56060996281043,https://drive.google.com/drive/folders/1bVOoDBHwcGRbN4vGbXkh-dW-IkuESbHM?usp=sharing,1499,GÜL EDA,659022.0,s020,2:35:13
TestCase 537,done,LL,,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,32.46558994162038,https://drive.google.com/drive/folders/1pIWDGWlcoKUNnJAKSOc37_-zEDUGWZ5_?usp=sharing,2622,GÜL EDA,658497.0,s045,0:41:53
TestCase 538,done,EA,,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,19.105417726895595,https://drive.google.com/drive/folders/1qNoilbAT8raJ_0la1rI1iixmIoQw8S8A?usp=share_link,1543,GUL EDA,665289.0,s065,02:03:41
TestCase 539,done,LL,,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,32.46558994162038,https://drive.google.com/drive/folders/1Aw-ZTlLe6wNebyEaBDoN3raM8iKQ0O73?usp=share_link,2622,GÜL EDA,31619.0,a065,00:46:35
TestCase 540,done,NC,,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,18.77110387166152,https://drive.google.com/drive/folders/1_46ZHyaJP0vB_fDcWcmC6B91FfLGwTjM?usp=sharing,1516,GÜL EDA,659022.0,s020,1:09:09
TestCase 543,done,LL,,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,33.728553394726895,https://drive.google.com/drive/folders/1MfHEdTFeU4wK-V1L66mWr_05PGN2FHH3?usp=sharing,2724,GÜL EDA,658497.0,s045,0:45:12
TestCase 544,done,EA,,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,19.811191421278647,https://drive.google.com/drive/folders/1A4_Qinj_Gsk5trSpwTeIgSq-VR-7giSq?usp=share_link,1600,GUL EDA,665289.0,s065,02:14:07
TestCase 545,done,LL,,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,33.728553394726895,https://drive.google.com/drive/folders/11mD0kTguGoMSGLs3s1GOW7Yd9eD1NnnY?usp=share_link,2724,GÜL EDA,31619.0,a065,00:49:52
TestCase 546,done,NC,,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,19.34067562502328,https://drive.google.com/drive/folders/1PPYgguR-dv3gao7gcaGBOYm7Ph2IRp0Y?usp=sharing,1562,GÜL EDA,659022.0,s020,1:12:17
TestCase 549,done,LL,,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,26.794636397279373,https://drive.google.com/drive/folders/1_xYeQM9TQtbn9EythN36GqKu3uTVQOIQ?usp=sharing,2164,GÜL EDA,658497.0,s045,1:32:47
TestCase 550,done,EA,,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,18.238678102214653,https://drive.google.com/drive/folders/13gWhSKZZoHeIUyw7OoBYrKnBvBZJZhx7?usp=share_link,1473,GUL EDA,665289.0,s065,04:13:09
TestCase 551,done,LL,,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,26.794636397279373,https://drive.google.com/drive/folders/1WtEEA8NVeUAFOokzvCyWqVelVBxmt0Aa?usp=share_link,2164,GÜL EDA,31619.0,a065,01:29:18
TestCase 552,done,NC,,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,18.028184193363572,https://drive.google.com/drive/folders/1ZIbbiXkiNRGMC7KW9BtwXQvwedEvEb7W?usp=sharing,1456,GÜL EDA,659022.0,s020,2:32:16
TestCase 555,done,LL,,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,21.693254606300115,https://drive.google.com/drive/folders/16zrMWdtsp50W8e0kAuF96auAj_a5b92e?usp=sharing,1752,GÜL EDA,658499.0,s022,1:46:00
TestCase 556,done,EA,,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,14.994595506980277,https://drive.google.com/drive/folders/10dIv-6-4MngJq0seRl_88xi09ME6-Aa9?usp=share_link,1211,GUL EDA,665292.0,s036,05:00:35
TestCase 557,done,LL,,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,21.693254606300115,https://drive.google.com/drive/folders/1xortqwpT8_Siawe0tpXEtCtPbpdQO_QK?usp=share_link,1752,GÜL EDA,31622.0,a055,01:44:27
TestCase 558,done,NC,,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,15.427965319320743,https://drive.google.com/drive/folders/1l8VnXmyRuroC1b7Wsdx1Mt4fvJbvfgRP?usp=sharing,1246,GÜL EDA,659024.0,s023,3:01:02
TestCase 561,done,LL,,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,10.475167464001085,https://drive.google.com/drive/folders/1VGjpz-nJGqd1UrLXcRCVQcdj1gvJpV2P?usp=sharing,846,GÜL EDA,658499.0,s022,0:54:24
TestCase 562,done,EA,,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,9.385551935830758,https://drive.google.com/drive/folders/1sgY2qvTtxHnprlYI5HUOUp6Tc-FLKK9I?usp=share_link,758,GUL EDA,665292.0,s036,02:50:36
TestCase 563,done,LL,,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,10.475167464001085,https://drive.google.com/drive/folders/1H72bH4uOvD-GqZR9CASSTPbdrujHAJQP?usp=share_link,846,GÜL EDA,31622.0,a055,00:54:13
TestCase 564,done,NC,,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,9.744629780341434,https://drive.google.com/drive/folders/1C3oPGvj--9dMhpFxCIckfFVO6eqPq-S2?usp=sharing,787,GÜL EDA,659024.0,s023,1:33:52
TestCase 567,done,LL,,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,29.791079099747762,https://drive.google.com/drive/folders/1k6x6J6v9J248s5cv1lQv3tq6tQUcFd_i?usp=sharing,2406,GÜL EDA,658499.0,s022,0:57:22
TestCase 568,done,EA,,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,17.347174488257114,https://drive.google.com/drive/folders/11yrTHd81GT4ttWqJUKqyHLXGFf7YzrwV?usp=share_link,1401,GUL EDA,665292.0,s036,02:50:22
TestCase 569,done,LL,,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,29.791079099747762,https://drive.google.com/drive/folders/1Lgl6LEE3lowNhYTTutGTEYYCOSgdSYYi?usp=share_link,2406,GÜL EDA,31622.0,a055,00:59:33
TestCase 570,done,NC,,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,16.950950659831538,https://drive.google.com/drive/folders/1fst5n432Op8RJZKzTgiqaJiGsYK_iuJn?usp=sharing,1369,GÜL EDA,659024.0,s023,1:35:26
TestCase 573,done,LL,,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,6.810097051064534,https://drive.google.com/drive/folders/1UgHCVyl3RMzA1q4cRZesWR3BWHJvTUuJ?usp=sharing,550,GÜL EDA,658499.0,s022,1:41:31
TestCase 574,done,EA,,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,7.9120945738731585,https://drive.google.com/drive/folders/1g9Klj-85vWAADnt_LuoWdMt6SazcxXRt?usp=share_link,639,GUL EDA,665292.0,s036,05:01:51
TestCase 575,done,LL,,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,6.810097051064534,https://drive.google.com/drive/folders/14QyS2Ib94CxrGpxWQ0CcOe7rVFzF7Cwh?usp=share_link,550,GÜL EDA,31622.0,a055,01:35:12
TestCase 576,done,NC,,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,8.63025026289451,https://drive.google.com/drive/folders/1v8baOzqyXa5BWm8E0ZFVCSZhSPncfBqZ?usp=sharing,697,GÜL EDA,659024.0,s023,2:58:15
TestCase 577,done,FD,Linux,Uhem + COSAP,YES,YES,BWA,,Mutect,,hg38,DELETE,,,,,15.972773083405906,https://drive.google.com/drive/folders/1oGtpckx9QUKySQAWmZQh-4uthqH8BE8a?usp=share_link,1290,GUL EDA,665278.0,s036,04:28:11
TestCase 578,done,FD,Linux,Uhem + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,12.456286606128948,https://drive.google.com/drive/folders/1LJGEXjKHU2ErnAZrkZ6xyXci0b0uAQYX?usp=share_link,1006,GUL EDA,665281.0,s051,04:39:50
TestCase 579,done,FD,Linux,Uhem + COSAP,YES,YES,BWA,,Strelka,,hg38,DELETE,,,,,27.351826156002826,https://drive.google.com/drive/folders/1AL9WsjNu51PDZ1puv3rNBMuXY1rPuaF9?usp=share_link,2209,GUL EDA,665279.0,s041,01:42:01
TestCase 580,done,FD,Linux,Uhem + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,15.378437340767546,https://drive.google.com/drive/folders/1_uNIkizCQjDynclLIOlZLJYvrA_lim0K?usp=share_link,1242,GUL EDA,665282.0,s054,02:00:00
TestCase 581,done,FD,Linux,Uhem + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,27.57470205949221,https://drive.google.com/drive/folders/17sQf3fE37_8oO06glqJxLLaEOh_mPEoi?usp=share_link,2227,GUL EDA,665280.0,s049,01:52:26
TestCase 582,done,FD,Linux,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,21.878984525874603,https://drive.google.com/drive/folders/1v0V0s9BvhjSd3eSztdrLGdoB8xC1oBP2?usp=share_link,1767,GUL EDA,665283.0,s055,02:13:20
TestCase 583,done,FD,Linux,Uhem + COSAP,YES,YES,BWA,,Mutect,,hg38,MARK,,,,,15.972773083405906,https://drive.google.com/drive/folders/10oxlPm5fQeJEvcn2x9DZVXtILtNATyg-?usp=share_link,1290,GUL EDA,664589.0,s029,04:25:05
TestCase 584,done,FD,Linux,Uhem + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,12.456286606128948,https://drive.google.com/drive/folders/1U2RqEmWD2Gx0qGaxE-D2j8N0qZ-zhQX9?usp=share_link,1006,GUL EDA,664586.0,s025,04:08:48
TestCase 585,done,FD,Linux,Uhem + COSAP,YES,YES,BWA,,Strelka,,hg38,MARK,,,,,27.351826156002826,https://drive.google.com/drive/folders/1mFRtxPD9035XBO6YSeCgvw80a95a_tiz?usp=share_link,2209,GUL EDA,664587.0,s026,01:29:18
TestCase 586,done,FD,Linux,Uhem + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,15.378437340767546,https://drive.google.com/drive/folders/1guIo5gRFlPWil60YiEV5ww5_dOrgErGt?usp=share_link,1242,GUL EDA,664584.0,s017,01:47:10
TestCase 587,done,FD,Linux,Uhem + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,27.57470205949221,https://drive.google.com/drive/folders/1wBcHgV_boPo-bBkhr0dVQNEygFJCx4AN?usp=share_link,2227,GUL EDA,664588.0,s027,01:37:58
TestCase 588,done,FD,Linux,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,21.878984525874603,https://drive.google.com/drive/folders/1oDLCKYGk3dJJo9R3C0h_4B-9NOEnOSzc?usp=share_link,1767,GUL EDA,664585.0,s019,01:56:03
TestCase 589,done,FD,Linux,Uhem + COSAP,YES,NO,BWA,,Mutect,,hg38,DELETE,,,,,17.06238861157623,https://drive.google.com/drive/folders/1CAB9xKjsh00BcItrCIl9Yw68x-tBsJ2m?usp=share_link,1378,GUL EDA,665278.0,s036,04:22:39
TestCase 590,done,FD,Linux,Uhem + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,13.285880246894992,https://drive.google.com/drive/folders/1iPfJpFhcbf-1VggxRPfdevOJ23Emqh19?usp=share_link,1073,GUL EDA,665281.0,s051,04:22:56
TestCase 591,done,FD,Linux,Uhem + COSAP,YES,NO,BWA,,Strelka,,hg38,DELETE,,,,,40.00622467634457,https://drive.google.com/drive/folders/1EaHfvZFhawKj4_4s2981XLNxCx9-oiLz?usp=share_link,3231,GUL EDA,665279.0,s041,00:43:33
TestCase 592,done,FD,Linux,Uhem + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,17.607196375661395,https://drive.google.com/drive/folders/1h3kAL9as-l0IiyGM5evKfYXvNSFEyIBx?usp=share_link,1422,GUL EDA,665282.0,s054,01:00:39
TestCase 593,done,FD,Linux,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,40.8482003117489,https://drive.google.com/drive/folders/1DPTlkuy4mt1lACPp2bdJLAEOGfPsrY5N?usp=share_link,3299,GUL EDA,665280.0,s049,00:54:16
TestCase 594,done,FD,Linux,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,35.80872849396115,https://drive.google.com/drive/folders/1bDHyvDiq2jI0KOxRz1jofVFkYbwtTzDu?usp=share_link,2892,GUL EDA,665283.0,s055,01:10:11
TestCase 595,done,FD,Linux,Uhem + COSAP,YES,NO,BWA,,Mutect,,hg38,MARK,,,,,17.06238861157623,https://drive.google.com/drive/folders/1GdaP4sFL_MQv4mDuI2rWTaCsD8_mHrBC?usp=share_link,1378,GUL EDA,664589.0,s029,04:16:01
TestCase 596,done,FD,Linux,Uhem + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,13.285880246894992,https://drive.google.com/drive/folders/1-olUZMq23NhMXFd2Z-62JognN0r94X0R?usp=share_link,1073,GUL EDA,664586.0,s025,04:02:41
TestCase 597,done,FD,Linux,Uhem + COSAP,YES,NO,BWA,,Strelka,,hg38,MARK,,,,,40.00622467634457,https://drive.google.com/drive/folders/18HyQNR6NQgZCSer3_fGb9CHJPTf2SKLt?usp=share_link,3231,GUL EDA,664587.0,s026,00:52:02
TestCase 598,done,FD,Linux,Uhem + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,17.607196375661395,https://drive.google.com/drive/folders/1Kz9q0u7vDeff3I7zUGpxHKGlOv9oQH_h?usp=share_link,1422,GUL EDA,664584.0,s017,00:56:19
TestCase 599,done,FD,Linux,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,40.8482003117489,https://drive.google.com/drive/folders/1rk2WfX9vn3142CQazqb8hqSYeo7-g8kI?usp=share_link,3299,GUL EDA,664588.0,s027,00:46:51
TestCase 600,done,FD,Linux,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,35.80872849396115,https://drive.google.com/drive/folders/1OyZ0p2hkt6gEMzWbu5CH25922XW13Skm?usp=share_link,2892,GUL EDA,664585.0,s019,01:03:56
TestCase 601,done,FD,Linux,Uhem + COSAP,NO,YES,BWA,,Mutect,,hg38,DELETE,,,,,17.334792493618814,https://drive.google.com/drive/folders/1kwt9rlfwAQdwaHM7rMVoDc7rEHFXc6v3?usp=share_link,1400,GUL EDA,665278.0,s036,06:00:24
TestCase 602,done,FD,Linux,Uhem + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,13.446846177192882,https://drive.google.com/drive/folders/13FIQKarikD69dJHzU-pd_xvg8zKTZC2D?usp=share_link,1086,GUL EDA,665281.0,s051,05:59:38
TestCase 603,done,FD,Linux,Uhem + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,27.01751230076875,https://drive.google.com/drive/folders/1hE5dT-X-_218ZV6oKJEuWYpchLrrBE9p?usp=share_link,2182,GUL EDA,665279.0,s041,01:42:26
TestCase 604,done,FD,Linux,Uhem + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,11.007593233447947,https://drive.google.com/drive/folders/1Nc9dVGZRyXDOpezXDdxUeLMmF5t7QWCb?usp=share_link,889,GUL EDA,665282.0,s054,01:55:10
TestCase 605,done,FD,Linux,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,27.02989429540705,https://drive.google.com/drive/folders/1piUMTpuH76Na3Vk3f9jd6BadmrGQoxwF?usp=share_link,2183,GUL EDA,665280.0,s049,01:54:24
TestCase 606,done,FD,Linux,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,4.6680119786387815,https://drive.google.com/drive/folders/1231RoCDYngf-whBwUCEkUPeX5eOdr4tV?usp=share_link,377,GUL EDA,665283.0,s055,02:08:40
TestCase 607,done,FD,Linux,Uhem + COSAP,NO,YES,BWA,,Mutect,,hg38,MARK,,,,,17.334792493618814,https://drive.google.com/drive/folders/1E7BMgYJwNDsd8sHVDrkMjYAliYOdBH2j?usp=share_link,1400,GUL EDA,664589.0,s029,05:49:50
TestCase 608,done,FD,Linux,Uhem + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,13.446846177192882,https://drive.google.com/drive/folders/1EK4hGSLONZNT56xVnO-VVcH5EqXv0Y7l?usp=share_link,1086,GUL EDA,664586.0,s025,05:25:47
TestCase 609,done,FD,Linux,Uhem + COSAP,NO,YES,BWA,,Strelka,,hg38,MARK,,,,,27.01751230076875,https://drive.google.com/drive/folders/12Ia4R8Nc0GDydyTNjwbjBrG-pv4IKRbd?usp=share_link,2182,GUL EDA,664587.0,s026,01:30:00
TestCase 610,done,FD,Linux,Uhem + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,11.007593233447947,https://drive.google.com/drive/folders/1JYWRLSm1VuFNZiGpeJrmQRILTytS3ABp?usp=share_link,889,GUL EDA,664584.0,s017,01:42:10
TestCase 611,done,FD,Linux,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,27.02989429540705,https://drive.google.com/drive/folders/1oQGkrg3YoTOCtSk4ftpLMlIdCeCKvSor?usp=share_link,2183,GUL EDA,664588.0,s027,01:37:12
TestCase 612,done,FD,Linux,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,4.6680119786387815,https://drive.google.com/drive/folders/1YAB-0InymltMtwmjTVYcO7oAQpkJqGw9?usp=share_link,377,GUL EDA,664585.0,s019,01:52:05
TestCase 613,done,FD,Linux,Uhem + COSAP,NO,NO,BWA,,Mutect,,hg38,DELETE,,,,,18.622519936001925,https://drive.google.com/drive/folders/1XIaK3MnEOlzk-hh8oxJnsQNdJk6NcUjI?usp=share_link,1504,GUL EDA,665278.0,s036,06:00:31
TestCase 614,done,FD,Linux,Uhem + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,16.950950659831538,https://drive.google.com/drive/folders/1YxHGHQTga9f7MFiGuURsH2cmH0r2iRgy?usp=share_link,1369,GUL EDA,665281.0,s051,07:07:24
TestCase 615,done,FD,Linux,Uhem + COSAP,NO,NO,BWA,,Strelka,,hg38,DELETE,,,,,40.53865044579143,https://drive.google.com/drive/folders/1_EUR-gbm4RskWJMyrscogLMZM00ezXoP?usp=share_link,3274,GUL EDA,665279.0,s041,00:41:31
TestCase 616,done,FD,Linux,Uhem + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,12.976330380937512,https://drive.google.com/drive/folders/1lbt5wxzL3eLI8DH6GwqaCFwUUc1Q9K6A?usp=share_link,1048,GUL EDA,665282.0,s054,00:58:02
TestCase 617,done,FD,Linux,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,38.508003325110366,https://drive.google.com/drive/folders/1oYeoC-xY5XPjT8nm0a7W0gsO65bgXh_i?usp=share_link,3110,GUL EDA,665280.0,s049,00:51:25
TestCase 618,done,FD,Linux,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,9.769393769618032,https://drive.google.com/drive/folders/1uMZzpTNKJzT04hvgDu9IZTplTh12MBuH?usp=share_link,789,GUL EDA,665283.0,s055,01:08:43
TestCase 619,done,FD,Linux,Uhem + COSAP,NO,NO,BWA,,Mutect,,hg38,MARK,,,,,18.622519936001925,https://drive.google.com/drive/folders/11jpR4EEXgP4sKWIcq_AYFq_sekFD6yg5?usp=share_link,1504,GUL EDA,664589.0,s029,06:01:37
TestCase 620,done,FD,Linux,Uhem + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,16.950950659831538,https://drive.google.com/drive/folders/1_BbV-VWGBN9ELsF_sD1lx77YUdjqFc9g?usp=share_link,1369,GUL EDA,664586.0,s025,06:30:27
TestCase 621,done,FD,Linux,Uhem + COSAP,NO,NO,BWA,,Strelka,,hg38,MARK,,,,,40.53865044579143,https://drive.google.com/drive/folders/1810qdIbGf9wy23kpSCRLtc7-4tLm8jFN?usp=share_link,3274,GUL EDA,664587.0,s026,00:36:41
TestCase 622,done,FD,Linux,Uhem + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,12.976330380937512,https://drive.google.com/drive/folders/1zFLDwumAPkrEi-0yVf9JL_H5SyssfGSW?usp=share_link,1048,GUL EDA,664584.0,s017,00:53:30
